"date","oh_region","icu_current_covid","icu_current_covid_vented","hospitalizations","icu_crci_total","icu_crci_total_vented","icu_former_covid","icu_former_covid_vented"
"2020-04-01","CENTRAL",51,39,115,0,0,0,0
"2020-04-02","CENTRAL",57,52,129,0,0,0,0
"2020-04-03","CENTRAL",65,57,148,0,0,0,0
"2020-04-04","CENTRAL",65,55,161,0,0,0,0
"2020-04-05","CENTRAL",73,58,154,0,0,0,0
"2020-04-06","CENTRAL",83,68,167,0,0,0,0
"2020-04-07","CENTRAL",85,68,167,0,0,0,0
"2020-04-08","CENTRAL",92,73,177,0,0,0,0
"2020-04-09","CENTRAL",88,73,182,0,0,0,0
"2020-04-10","CENTRAL",90,77,185,0,0,0,0
"2020-04-11","CENTRAL",93,70,189,0,0,0,0
"2020-04-12","CENTRAL",92,78,205,0,0,0,0
"2020-04-13","CENTRAL",89,73,216,0,0,0,0
"2020-04-14","CENTRAL",89,74,212,0,0,0,0
"2020-04-15","CENTRAL",86,67,213,0,0,0,0
"2020-04-16","CENTRAL",86,72,224,0,0,0,0
"2020-04-17","CENTRAL",90,74,231,0,0,0,0
"2020-04-18","CENTRAL",88,73,239,0,0,0,0
"2020-04-19","CENTRAL",87,74,244,0,0,0,0
"2020-04-20","CENTRAL",88,72,238,0,0,0,0
"2020-04-21","CENTRAL",85,68,241,0,0,0,0
"2020-04-22","CENTRAL",85,67,267,0,0,0,0
"2020-04-23","CENTRAL",88,67,272,0,0,0,0
"2020-04-24","CENTRAL",91,73,286,0,0,0,0
"2020-04-25","CENTRAL",92,70,284,0,0,0,0
"2020-04-26","CENTRAL",91,70,276,0,0,0,0
"2020-04-27","CENTRAL",89,65,275,0,0,0,0
"2020-04-28","CENTRAL",86,64,290,0,0,0,0
"2020-04-29","CENTRAL",86,61,299,0,0,0,0
"2020-04-30","CENTRAL",79,59,301,0,0,0,0
"2020-05-01","CENTRAL",79,55,303,83,64,4,9
"2020-05-02","CENTRAL",87,65,303,91,67,4,2
"2020-05-03","CENTRAL",85,66,305,89,69,4,3
"2020-05-04","CENTRAL",86,67,302,90,72,4,5
"2020-05-05","CENTRAL",84,67,303,90,74,6,7
"2020-05-06","CENTRAL",83,60,299,86,70,3,10
"2020-05-07","CENTRAL",81,64,305,85,69,4,5
"2020-05-08","CENTRAL",78,63,281,82,68,4,5
"2020-05-09","CENTRAL",76,53,289,80,63,4,10
"2020-05-10","CENTRAL",75,58,297,81,64,6,6
"2020-05-11","CENTRAL",78,60,304,83,63,5,3
"2020-05-12","CENTRAL",76,56,313,80,59,4,3
"2020-05-13","CENTRAL",74,55,311,77,59,3,4
"2020-05-14","CENTRAL",73,56,319,77,60,4,4
"2020-05-15","CENTRAL",74,59,304,78,63,4,4
"2020-05-16","CENTRAL",65,57,310,70,60,5,3
"2020-05-17","CENTRAL",68,56,308,73,59,5,3
"2020-05-18","CENTRAL",66,53,312,76,60,10,7
"2020-05-19","CENTRAL",67,51,311,78,59,11,8
"2020-05-20","CENTRAL",66,52,297,77,60,11,8
"2020-05-21","CENTRAL",64,52,283,76,61,12,9
"2020-05-22","CENTRAL",63,52,273,78,62,15,10
"2020-05-23","CENTRAL",64,49,277,80,64,16,15
"2020-05-24","CENTRAL",61,50,267,76,64,15,14
"2020-05-25","CENTRAL",62,50,272,77,64,15,14
"2020-05-26","CENTRAL",65,54,267,78,64,13,10
"2020-05-27","CENTRAL",66,42,266,79,63,13,21
"2020-05-28","CENTRAL",61,52,268,76,62,15,10
"2020-05-29","CENTRAL",60,39,253,75,60,15,21
"2020-05-30","CENTRAL",60,47,254,76,56,16,9
"2020-05-31","CENTRAL",62,48,266,76,57,14,9
"2020-06-01","CENTRAL",61,47,270,75,56,14,9
"2020-06-02","CENTRAL",62,49,268,75,60,13,11
"2020-06-03","CENTRAL",58,45,263,72,54,14,9
"2020-06-04","CENTRAL",57,45,243,71,55,14,10
"2020-06-05","CENTRAL",58,48,234,71,56,13,8
"2020-06-06","CENTRAL",55,45,223,66,55,11,10
"2020-06-07","CENTRAL",53,41,209,64,51,11,10
"2020-06-08","CENTRAL",51,41,211,62,48,11,7
"2020-06-09","CENTRAL",52,39,193,62,47,10,8
"2020-06-10","CENTRAL",53,40,178,64,48,11,8
"2020-06-11","CENTRAL",48,34,170,60,46,12,12
"2020-06-12","CENTRAL",46,21,162,58,39,12,18
"2020-06-13","CENTRAL",45,30,153,57,41,12,11
"2020-06-14","CENTRAL",44,23,150,57,35,13,12
"2020-06-15","CENTRAL",42,27,138,56,38,14,11
"2020-06-16","CENTRAL",37,24,133,50,34,13,10
"2020-06-17","CENTRAL",33,19,128,48,30,15,11
"2020-06-18","CENTRAL",31,23,126,46,30,15,7
"2020-06-19","CENTRAL",29,22,119,46,35,17,13
"2020-06-20","CENTRAL",31,22,113,48,34,17,12
"2020-06-21","CENTRAL",24,17,118,44,30,20,13
"2020-06-22","CENTRAL",25,18,111,45,30,20,12
"2020-06-23","CENTRAL",24,18,109,42,32,18,14
"2020-06-24","CENTRAL",22,19,105,40,32,18,13
"2020-06-25","CENTRAL",21,17,100,40,29,19,12
"2020-06-26","CENTRAL",19,15,93,39,29,20,14
"2020-06-27","CENTRAL",19,14,97,39,27,20,13
"2020-06-28","CENTRAL",19,14,90,40,25,21,11
"2020-06-29","CENTRAL",16,14,94,34,24,18,10
"2020-06-30","CENTRAL",18,13,49,32,22,14,9
"2020-07-01","CENTRAL",19,12,50,35,23,16,11
"2020-07-02","CENTRAL",19,12,47,34,23,15,11
"2020-07-03","CENTRAL",0,0,42,0,0,0,0
"2020-07-04","CENTRAL",18,9,41,31,15,13,6
"2020-07-05","CENTRAL",18,9,41,30,17,12,8
"2020-07-06","CENTRAL",17,11,39,28,18,11,7
"2020-07-07","CENTRAL",17,13,38,27,19,10,6
"2020-07-08","CENTRAL",15,11,35,25,17,10,6
"2020-07-09","CENTRAL",17,11,41,26,17,9,6
"2020-07-10","CENTRAL",14,9,33,23,15,9,6
"2020-07-11","CENTRAL",14,10,32,23,15,9,5
"2020-07-12","CENTRAL",12,10,31,20,15,8,5
"2020-07-13","CENTRAL",13,11,33,21,16,8,5
"2020-07-14","CENTRAL",14,12,33,21,18,7,6
"2020-07-15","CENTRAL",15,11,28,22,16,7,5
"2020-07-16","CENTRAL",15,11,26,23,16,8,5
"2020-07-17","CENTRAL",16,12,23,23,15,7,3
"2020-07-18","CENTRAL",15,11,24,21,14,6,3
"2020-07-19","CENTRAL",15,12,25,21,16,6,4
"2020-07-20","CENTRAL",15,11,29,21,14,6,3
"2020-07-21","CENTRAL",17,10,29,22,12,5,2
"2020-07-22","CENTRAL",17,9,22,22,10,5,1
"2020-07-23","CENTRAL",15,9,23,20,11,5,2
"2020-07-24","CENTRAL",15,9,21,19,11,4,2
"2020-07-25","CENTRAL",14,9,20,18,11,4,2
"2020-07-26","CENTRAL",16,8,22,20,10,4,2
"2020-07-27","CENTRAL",16,9,22,19,11,3,2
"2020-07-28","CENTRAL",13,8,20,16,10,3,2
"2020-07-29","CENTRAL",13,7,19,16,10,3,3
"2020-07-30","CENTRAL",12,7,18,16,11,4,4
"2020-07-31","CENTRAL",12,7,19,16,10,4,3
"2020-08-01","CENTRAL",11,8,24,17,13,6,5
"2020-08-02","CENTRAL",10,8,25,16,13,6,5
"2020-08-03","CENTRAL",10,8,24,15,13,5,5
"2020-08-04","CENTRAL",11,8,25,15,12,4,4
"2020-08-05","CENTRAL",11,7,19,16,11,5,4
"2020-08-06","CENTRAL",8,6,14,13,11,5,5
"2020-08-07","CENTRAL",7,7,23,12,12,5,5
"2020-08-08","CENTRAL",7,6,18,12,11,5,5
"2020-08-09","CENTRAL",8,7,20,13,12,5,5
"2020-08-10","CENTRAL",7,6,19,13,12,6,6
"2020-08-11","CENTRAL",7,6,16,13,12,6,6
"2020-08-12","CENTRAL",7,6,16,13,12,6,6
"2020-08-13","CENTRAL",6,5,13,12,11,6,6
"2020-08-14","CENTRAL",6,5,11,12,10,6,5
"2020-08-15","CENTRAL",6,5,7,11,10,5,5
"2020-08-16","CENTRAL",5,5,12,10,10,5,5
"2020-08-17","CENTRAL",5,5,12,10,10,5,5
"2020-08-18","CENTRAL",4,4,10,9,9,5,5
"2020-08-19","CENTRAL",4,3,12,9,6,5,3
"2020-08-20","CENTRAL",4,3,12,9,4,5,1
"2020-08-21","CENTRAL",4,3,13,9,4,5,1
"2020-08-22","CENTRAL",4,4,12,9,5,5,1
"2020-08-23","CENTRAL",4,4,14,9,5,5,1
"2020-08-24","CENTRAL",6,6,18,8,7,2,1
"2020-08-25","CENTRAL",8,6,21,10,7,2,1
"2020-08-26","CENTRAL",10,7,29,11,8,1,1
"2020-08-27","CENTRAL",10,8,22,12,10,2,2
"2020-08-28","CENTRAL",10,4,20,13,6,3,2
"2020-08-29","CENTRAL",11,7,18,14,10,3,3
"2020-08-30","CENTRAL",10,5,22,13,7,3,2
"2020-08-31","CENTRAL",11,6,19,13,7,2,1
"2020-09-01","CENTRAL",8,6,20,10,6,2,0
"2020-09-02","CENTRAL",7,6,27,9,7,2,1
"2020-09-03","CENTRAL",9,6,25,12,6,3,0
"2020-09-04","CENTRAL",10,6,26,12,7,2,1
"2020-09-05","CENTRAL",11,6,26,13,7,2,1
"2020-09-06","CENTRAL",13,6,26,15,6,2,0
"2020-09-07","CENTRAL",11,5,25,14,6,3,1
"2020-09-08","CENTRAL",8,5,23,12,6,4,1
"2020-09-09","CENTRAL",8,6,19,12,6,4,0
"2020-09-10","CENTRAL",8,6,20,11,7,3,1
"2020-09-11","CENTRAL",8,5,16,11,6,3,1
"2020-09-12","CENTRAL",8,6,19,11,7,3,1
"2020-09-13","CENTRAL",9,6,24,12,7,3,1
"2020-09-14","CENTRAL",10,5,22,13,6,3,1
"2020-09-15","CENTRAL",11,7,20,14,8,3,1
"2020-09-16","CENTRAL",12,7,24,15,7,3,0
"2020-09-17","CENTRAL",10,6,26,14,6,4,0
"2020-09-18","CENTRAL",10,6,27,13,6,3,0
"2020-09-19","CENTRAL",12,6,32,15,6,3,0
"2020-09-20","CENTRAL",12,7,36,15,7,3,0
"2020-09-21","CENTRAL",14,8,39,16,8,2,0
"2020-09-22","CENTRAL",14,6,38,16,6,2,0
"2020-09-23","CENTRAL",15,6,38,17,6,2,0
"2020-09-24","CENTRAL",14,6,34,16,6,2,0
"2020-09-25","CENTRAL",16,8,36,18,8,2,0
"2020-09-26","CENTRAL",16,9,38,18,9,2,0
"2020-09-27","CENTRAL",16,10,40,18,10,2,0
"2020-09-28","CENTRAL",15,10,38,15,10,0,0
"2020-09-29","CENTRAL",18,10,35,18,10,0,0
"2020-09-30","CENTRAL",18,10,37,18,10,0,0
"2020-10-01","CENTRAL",17,10,36,17,10,0,0
"2020-10-02","CENTRAL",18,11,32,18,11,0,0
"2020-10-03","CENTRAL",18,12,36,18,12,0,0
"2020-10-04","CENTRAL",19,12,43,19,12,0,0
"2020-10-05","CENTRAL",18,12,42,18,12,0,0
"2020-10-06","CENTRAL",16,12,46,16,12,0,0
"2020-10-07","CENTRAL",18,13,51,19,14,1,1
"2020-10-08","CENTRAL",19,13,51,20,14,1,1
"2020-10-09","CENTRAL",22,12,57,23,13,1,1
"2020-10-10","CENTRAL",23,13,47,25,14,2,1
"2020-10-11","CENTRAL",23,12,54,25,13,2,1
"2020-10-12","CENTRAL",27,14,59,29,15,2,1
"2020-10-13","CENTRAL",30,15,72,31,16,1,1
"2020-10-14","CENTRAL",30,13,70,31,14,1,1
"2020-10-15","CENTRAL",34,17,78,35,17,1,0
"2020-10-16","CENTRAL",32,17,73,33,17,1,0
"2020-10-17","CENTRAL",29,15,78,30,15,1,0
"2020-10-18","CENTRAL",28,14,80,29,14,1,0
"2020-10-19","CENTRAL",28,18,75,29,19,1,1
"2020-10-20","CENTRAL",27,20,73,28,21,1,1
"2020-10-21","CENTRAL",27,23,75,29,24,2,1
"2020-10-22","CENTRAL",28,18,85,30,20,2,2
"2020-10-23","CENTRAL",31,24,86,32,25,1,1
"2020-10-24","CENTRAL",31,24,97,32,25,1,1
"2020-10-25","CENTRAL",31,23,96,32,24,1,1
"2020-10-26","CENTRAL",30,23,94,31,24,1,1
"2020-10-27","CENTRAL",29,24,89,30,25,1,1
"2020-10-28","CENTRAL",31,23,83,32,24,1,1
"2020-10-29","CENTRAL",34,26,87,34,26,0,0
"2020-10-30","CENTRAL",35,30,88,35,30,0,0
"2020-10-31","CENTRAL",35,23,96,35,23,0,0
"2020-11-01","CENTRAL",34,21,96,34,21,0,0
"2020-11-02","CENTRAL",30,21,110,30,21,0,0
"2020-11-03","CENTRAL",30,20,115,30,20,0,0
"2020-11-04","CENTRAL",40,22,104,40,22,0,0
"2020-11-05","CENTRAL",39,24,120,39,24,0,0
"2020-11-06","CENTRAL",42,25,112,43,25,1,0
"2020-11-07","CENTRAL",38,25,119,39,25,1,0
"2020-11-08","CENTRAL",35,25,129,36,25,1,0
"2020-11-09","CENTRAL",35,23,134,36,23,1,0
"2020-11-10","CENTRAL",37,23,146,38,23,1,0
"2020-11-11","CENTRAL",40,26,159,42,26,2,0
"2020-11-12","CENTRAL",45,28,173,46,28,1,0
"2020-11-13","CENTRAL",43,27,166,43,27,0,0
"2020-11-14","CENTRAL",47,30,171,47,30,0,0
"2020-11-15","CENTRAL",50,29,182,50,29,0,0
"2020-11-16","CENTRAL",52,30,185,52,30,0,0
"2020-11-17","CENTRAL",53,34,183,53,34,0,0
"2020-11-18","CENTRAL",60,34,194,60,34,0,0
"2020-11-19","CENTRAL",59,35,191,59,35,0,0
"2020-11-20","CENTRAL",56,32,192,56,32,0,0
"2020-11-21","CENTRAL",60,32,204,60,32,0,0
"2020-11-22","CENTRAL",63,42,205,63,42,0,0
"2020-11-23","CENTRAL",68,42,198,68,42,0,0
"2020-11-24","CENTRAL",71,51,204,71,51,0,0
"2020-11-25","CENTRAL",70,50,203,70,50,0,0
"2020-11-26","CENTRAL",71,46,214,71,46,0,0
"2020-11-27","CENTRAL",72,48,201,72,48,0,0
"2020-11-28","CENTRAL",74,44,202,76,44,2,0
"2020-11-29","CENTRAL",77,54,206,79,54,2,0
"2020-11-30","CENTRAL",81,56,210,82,56,1,0
"2020-12-01","CENTRAL",77,47,213,78,47,1,0
"2020-12-02","CENTRAL",81,53,218,82,53,1,0
"2020-12-03","CENTRAL",81,53,218,82,53,1,0
"2020-12-04","CENTRAL",81,50,229,82,51,1,1
"2020-12-05","CENTRAL",81,51,245,82,51,1,0
"2020-12-06","CENTRAL",83,52,249,84,52,1,0
"2020-12-07","CENTRAL",79,53,258,81,54,2,1
"2020-12-08","CENTRAL",80,48,260,82,49,2,1
"2020-12-09","CENTRAL",86,55,258,90,58,4,3
"2020-12-10","CENTRAL",87,57,256,92,60,5,3
"2020-12-11","CENTRAL",91,61,249,96,64,5,3
"2020-12-12","CENTRAL",99,61,271,106,64,7,3
"2020-12-13","CENTRAL",94,60,297,101,64,7,4
"2020-12-14","CENTRAL",99,63,300,105,68,6,5
"2020-12-15","CENTRAL",97,67,292,103,70,6,3
"2020-12-16","CENTRAL",101,66,269,106,69,5,3
"2020-12-17","CENTRAL",99,63,274,104,66,5,3
"2020-12-18","CENTRAL",100,61,278,104,63,4,2
"2020-12-19","CENTRAL",106,63,285,111,66,5,3
"2020-12-20","CENTRAL",105,62,320,111,66,6,4
"2020-12-21","CENTRAL",106,63,321,110,65,4,2
"2020-12-22","CENTRAL",106,71,323,111,75,5,4
"2020-12-23","CENTRAL",105,68,333,111,72,6,4
"2020-12-24","CENTRAL",108,50,301,113,52,5,2
"2020-12-25","CENTRAL",115,74,344,120,77,5,3
"2020-12-26","CENTRAL",118,89,365,122,92,4,3
"2020-12-27","CENTRAL",122,97,367,128,102,6,5
"2020-12-28","CENTRAL",122,94,384,129,98,7,4
"2020-12-29","CENTRAL",125,82,381,132,85,7,3
"2020-12-30","CENTRAL",128,89,396,134,93,6,4
"2020-12-31","CENTRAL",127,94,390,134,98,7,4
"2021-01-01","CENTRAL",117,88,412,124,92,7,4
"2021-01-02","CENTRAL",120,93,410,127,98,7,5
"2021-01-03","CENTRAL",122,77,424,129,82,7,5
"2021-01-04","CENTRAL",125,91,459,133,97,8,6
"2021-01-05","CENTRAL",133,98,456,139,102,6,4
"2021-01-06","CENTRAL",134,101,456,139,104,5,3
"2021-01-07","CENTRAL",140,104,460,146,107,6,3
"2021-01-08","CENTRAL",141,98,466,146,101,5,3
"2021-01-09","CENTRAL",133,99,483,138,101,5,2
"2021-01-10","CENTRAL",134,97,500,140,99,6,2
"2021-01-11","CENTRAL",134,97,462,140,99,6,2
"2021-01-12","CENTRAL",128,97,451,134,99,6,2
"2021-01-13","CENTRAL",129,95,461,134,98,5,3
"2021-01-14","CENTRAL",124,94,434,130,97,6,3
"2021-01-15","CENTRAL",125,89,413,131,93,6,4
"2021-01-16","CENTRAL",123,101,409,127,104,4,3
"2021-01-17","CENTRAL",128,101,419,132,104,4,3
"2021-01-18","CENTRAL",133,99,415,138,102,5,3
"2021-01-19","CENTRAL",129,99,392,132,102,3,3
"2021-01-20","CENTRAL",129,96,395,133,99,4,3
"2021-01-21","CENTRAL",130,94,394,134,98,4,4
"2021-01-22","CENTRAL",134,96,376,138,100,4,4
"2021-01-23","CENTRAL",130,100,370,134,103,4,3
"2021-01-24","CENTRAL",135,99,370,141,103,6,4
"2021-01-25","CENTRAL",131,98,341,136,101,5,3
"2021-01-26","CENTRAL",124,96,337,130,100,6,4
"2021-01-27","CENTRAL",117,95,319,122,98,5,3
"2021-01-28","CENTRAL",120,89,322,125,93,5,4
"2021-01-29","CENTRAL",121,76,318,127,78,6,2
"2021-01-30","CENTRAL",116,90,304,123,95,7,5
"2021-01-31","CENTRAL",117,87,313,124,91,7,4
"2021-02-01","CENTRAL",114,79,305,122,83,8,4
"2021-02-02","CENTRAL",109,79,289,120,84,11,5
"2021-02-03","CENTRAL",103,79,281,113,85,10,6
"2021-02-04","CENTRAL",103,67,278,113,74,10,7
"2021-02-05","CENTRAL",102,65,263,113,73,11,8
"2021-02-06","CENTRAL",105,70,263,117,78,12,8
"2021-02-07","CENTRAL",103,70,263,114,79,11,9
"2021-02-08","CENTRAL",100,68,253,111,76,11,8
"2021-02-09","CENTRAL",99,71,252,109,78,10,7
"2021-02-10","CENTRAL",91,68,230,102,76,11,8
"2021-02-11","CENTRAL",93,66,218,105,73,12,7
"2021-02-12","CENTRAL",95,67,195,107,76,12,9
"2021-02-13","CENTRAL",102,71,208,114,80,12,9
"2021-02-14","CENTRAL",101,71,206,113,79,12,8
"2021-02-15","CENTRAL",112,83,214,125,90,13,7
"2021-02-16","CENTRAL",114,87,213,126,93,12,6
"2021-02-17","CENTRAL",114,79,185,127,86,13,7
"2021-02-18","CENTRAL",111,81,217,123,87,12,6
"2021-02-19","CENTRAL",112,80,227,121,83,9,3
"2021-02-20","CENTRAL",118,80,213,127,83,9,3
"2021-02-21","CENTRAL",116,81,213,126,84,10,3
"2021-02-22","CENTRAL",122,81,198,130,85,8,4
"2021-02-23","CENTRAL",116,77,205,126,81,10,4
"2021-02-24","CENTRAL",115,77,195,125,80,10,3
"2021-02-25","CENTRAL",114,79,216,124,84,10,5
"2021-02-26","CENTRAL",109,78,192,118,84,9,6
"2021-02-27","CENTRAL",112,75,198,122,81,10,6
"2021-02-28","CENTRAL",106,67,199,116,74,10,7
"2021-03-01","CENTRAL",111,72,197,119,76,8,4
"2021-03-02","CENTRAL",103,74,185,113,79,10,5
"2021-03-03","CENTRAL",107,70,187,116,75,9,5
"2021-03-04","CENTRAL",110,73,174,120,79,10,6
"2021-03-05","CENTRAL",111,65,180,121,69,10,4
"2021-03-06","CENTRAL",105,67,184,115,71,10,4
"2021-03-07","CENTRAL",103,64,192,113,69,10,5
"2021-03-08","CENTRAL",104,64,193,114,69,10,5
"2021-03-09","CENTRAL",104,57,196,112,61,8,4
"2021-03-10","CENTRAL",104,65,203,112,69,8,4
"2021-03-11","CENTRAL",102,69,209,111,73,9,4
"2021-03-12","CENTRAL",98,67,203,106,70,8,3
"2021-03-13","CENTRAL",104,69,209,111,72,7,3
"2021-03-14","CENTRAL",108,70,207,115,74,7,4
"2021-03-15","CENTRAL",111,75,211,118,77,7,2
"2021-03-16","CENTRAL",111,74,214,118,77,7,3
"2021-03-17","CENTRAL",109,72,222,118,78,9,6
"2021-03-18","CENTRAL",115,69,223,125,73,10,4
"2021-03-19","CENTRAL",112,71,228,123,78,11,7
"2021-03-20","CENTRAL",114,73,252,126,80,12,7
"2021-03-21","CENTRAL",110,75,264,122,84,12,9
"2021-03-22","CENTRAL",111,74,262,123,80,12,6
"2021-03-23","CENTRAL",119,83,264,128,90,9,7
"2021-03-24","CENTRAL",116,80,264,125,87,9,7
"2021-03-25","CENTRAL",128,82,286,136,87,8,5
"2021-03-26","CENTRAL",126,72,285,135,77,9,5
"2021-03-27","CENTRAL",129,76,300,139,81,10,5
"2021-03-28","CENTRAL",128,91,340,136,96,8,5
"2021-03-29","CENTRAL",141,95,355,148,100,7,5
"2021-03-30","CENTRAL",148,102,361,155,107,7,5
"2021-03-31","CENTRAL",150,100,356,156,105,6,5
"2021-04-01","CENTRAL",155,103,361,162,108,7,5
"2021-04-02","CENTRAL",162,98,382,169,102,7,4
"2021-04-03","CENTRAL",171,91,415,177,95,6,4
"2021-04-04","CENTRAL",172,101,432,177,105,5,4
"2021-04-05","CENTRAL",175,104,431,180,108,5,4
"2021-04-06","CENTRAL",170,107,439,178,111,8,4
"2021-04-07","CENTRAL",181,114,464,189,119,8,5
"2021-04-08","CENTRAL",187,122,475,198,129,11,7
"2021-04-09","CENTRAL",195,129,492,205,136,10,7
"2021-04-10","CENTRAL",197,121,530,207,129,10,8
"2021-04-11","CENTRAL",203,127,568,213,132,10,5
"2021-04-12","CENTRAL",195,129,577,206,139,11,10
"2021-04-13","CENTRAL",191,127,616,202,136,11,9
"2021-04-14","CENTRAL",192,131,641,203,141,11,10
"2021-04-15","CENTRAL",204,134,674,214,142,10,8
"2021-04-16","CENTRAL",213,132,692,224,141,11,9
"2021-04-17","CENTRAL",210,127,732,221,135,11,8
"2021-04-18","CENTRAL",215,128,754,225,136,10,8
"2021-04-19","CENTRAL",212,134,724,222,141,10,7
"2021-04-20","CENTRAL",206,137,742,216,145,10,8
"2021-04-21","CENTRAL",214,140,737,225,148,11,8
"2021-04-22","CENTRAL",208,130,684,220,139,12,9
"2021-04-23","CENTRAL",204,138,661,216,146,12,8
"2021-04-24","CENTRAL",208,136,680,219,144,11,8
"2021-04-25","CENTRAL",210,134,677,223,144,13,10
"2021-04-26","CENTRAL",203,121,653,216,131,13,10
"2021-04-27","CENTRAL",199,131,610,211,140,12,9
"2021-04-28","CENTRAL",199,129,575,211,140,12,11
"2021-04-29","CENTRAL",195,135,545,207,143,12,8
"2021-04-30","CENTRAL",195,129,538,207,139,12,10
"2021-05-01","CENTRAL",188,123,568,201,132,13,9
"2021-05-02","CENTRAL",189,123,562,199,128,10,5
"2021-05-03","CENTRAL",186,122,540,196,126,10,4
"2021-05-04","CENTRAL",183,123,497,194,130,11,7
"2021-05-05","CENTRAL",192,120,484,202,124,10,4
"2021-05-06","CENTRAL",178,120,451,188,124,10,4
"2021-05-07","CENTRAL",176,116,433,187,124,11,8
"2021-05-08","CENTRAL",175,119,455,184,126,9,7
"2021-05-09","CENTRAL",176,122,446,183,127,7,5
"2021-05-10","CENTRAL",174,127,394,183,133,9,6
"2021-05-11","CENTRAL",174,128,403,182,134,8,6
"2021-05-12","CENTRAL",182,131,403,190,137,8,6
"2021-05-13","CENTRAL",182,134,384,189,139,7,5
"2021-05-14","CENTRAL",195,141,386,202,145,7,4
"2021-05-15","CENTRAL",189,141,402,196,145,7,4
"2021-05-16","CENTRAL",186,139,403,194,144,8,5
"2021-05-17","CENTRAL",190,138,399,196,142,6,4
"2021-05-18","CENTRAL",178,129,378,185,133,7,4
"2021-05-19","CENTRAL",170,126,372,178,130,8,4
"2021-05-20","CENTRAL",174,132,348,181,136,7,4
"2021-05-21","CENTRAL",174,127,326,181,133,7,6
"2021-05-22","CENTRAL",167,121,317,176,126,9,5
"2021-05-23","CENTRAL",173,124,325,181,129,8,5
"2021-05-24","CENTRAL",171,125,339,177,130,6,5
"2021-05-25","CENTRAL",162,116,315,167,121,5,5
"2021-05-26","CENTRAL",159,115,301,165,121,6,6
"2021-05-27","CENTRAL",156,113,273,161,118,5,5
"2021-05-28","CENTRAL",154,113,243,160,117,6,4
"2021-05-29","CENTRAL",147,108,226,155,113,8,5
"2021-05-30","CENTRAL",149,105,218,158,110,9,5
"2021-05-31","CENTRAL",142,103,207,151,107,9,4
"2021-06-01","CENTRAL",142,101,199,152,106,10,5
"2021-06-02","CENTRAL",136,99,182,148,104,12,5
"2021-06-03","CENTRAL",124,96,167,135,100,11,4
"2021-06-04","CENTRAL",122,90,160,133,97,11,7
"2021-06-05","CENTRAL",119,88,156,133,93,14,5
"2021-06-06","CENTRAL",120,83,157,131,88,11,5
"2021-06-07","CENTRAL",112,71,143,122,76,10,5
"2021-06-08","CENTRAL",117,83,135,128,90,11,7
"2021-06-09","CENTRAL",114,83,131,124,89,10,6
"2021-06-10","CENTRAL",112,89,122,120,94,8,5
"2021-06-11","CENTRAL",108,80,108,117,85,9,5
"2021-06-12","CENTRAL",106,79,113,115,84,9,5
"2021-06-13","CENTRAL",102,76,105,111,81,9,5
"2021-06-14","CENTRAL",98,60,98,107,63,9,3
"2021-06-15","CENTRAL",93,58,94,104,62,11,4
"2021-06-16","CENTRAL",90,59,79,101,66,11,7
"2021-06-17","CENTRAL",86,56,63,96,60,10,4
"2021-06-18","CENTRAL",77,52,60,88,56,11,4
"2021-06-19","CENTRAL",75,46,61,86,51,11,5
"2021-06-20","CENTRAL",75,42,68,85,47,10,5
"2021-06-21","CENTRAL",71,44,55,81,50,10,6
"2021-06-22","CENTRAL",70,40,54,81,45,11,5
"2021-06-23","CENTRAL",68,46,50,78,50,10,4
"2021-06-24","CENTRAL",63,47,43,72,53,9,6
"2021-06-25","CENTRAL",59,46,42,71,53,12,7
"2021-06-26","CENTRAL",60,50,47,72,57,12,7
"2021-06-27","CENTRAL",57,44,41,70,53,13,9
"2021-06-28","CENTRAL",55,42,40,65,50,10,8
"2021-06-29","CENTRAL",55,43,35,66,51,11,8
"2021-06-30","CENTRAL",52,38,33,64,46,12,8
"2021-07-01","CENTRAL",50,33,32,64,43,14,10
"2021-07-02","CENTRAL",46,32,28,60,40,14,8
"2021-07-03","CENTRAL",44,32,28,59,41,15,9
"2021-07-04","CENTRAL",41,32,30,56,40,15,8
"2021-07-05","CENTRAL",36,29,30,52,40,16,11
"2021-07-06","CENTRAL",35,25,32,52,37,17,12
"2021-07-07","CENTRAL",34,23,35,50,33,16,10
"2021-07-08","CENTRAL",36,25,33,51,35,15,10
"2021-07-09","CENTRAL",36,23,31,50,32,14,9
"2021-07-10","CENTRAL",38,23,34,52,31,14,8
"2021-07-11","CENTRAL",38,22,36,53,30,15,8
"2021-07-12","CENTRAL",38,23,32,53,32,15,9
"2021-07-13","CENTRAL",35,22,33,51,30,16,8
"2021-07-14","CENTRAL",35,19,32,47,28,12,9
"2021-07-15","CENTRAL",31,18,26,42,27,11,9
"2021-07-16","CENTRAL",27,18,22,38,26,11,8
"2021-07-17","CENTRAL",27,15,25,38,22,11,7
"2021-07-18","CENTRAL",27,15,29,39,24,12,9
"2021-07-19","CENTRAL",27,14,30,40,21,13,7
"2021-07-20","CENTRAL",28,14,24,39,19,11,5
"2021-07-21","CENTRAL",26,14,23,36,20,10,6
"2021-07-22","CENTRAL",27,13,19,38,20,11,7
"2021-07-23","CENTRAL",25,10,18,37,17,12,7
"2021-07-24","CENTRAL",23,10,20,35,16,12,6
